Article ID,Article Date,NYT section,Paragraph,Title,Fiction,Cyborg (positive),Decisions (positive),Education (positive),Entertain (positive),Healthcare (positive),Singularity (positive),Transportation (positive),Work (positive),Controling AI (negative),Cyborg (negative),Ethics (negative),Military (negative),Progress (negative),Singularity (negative),Work (negative),AI Mood,AI Relevance,Other (negative),Other (positive)
4fd1a8308eb7c8105d6c3a05,,Science; Technology; Business,"Information: Animation and full motion computer video, applications software, artificial intelligence, computer modeling and simulation, data representation, data retrieval and update, expert systems, graphics hardware and software, handwriting and speech recognition, high-level software languages, natural language, neural networks, operating systems, optical char acter recognition, processor architecture, semantic modeling and interpretation, software engineering, transmitters and receivers.",Study Finds U.S. Behind In Key Fields,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2.6666666666666665,  ,  
4fd1a8358eb7c8105d6c3bba,,Opinion,"It is, of course, true that some advances have been made in computer translation over the last decade (""Computers Gain New Respect as Translators,"" Science Times, March 5). But any suggestion that interlingual methods linked to artificial intelligence represent a major breakthrough is certainly premature.",Let's Not Expect Computers to Do It All for Us,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,5.0,  ,  translation
4fd1a8b38eb7c8105d6c489e,1991-11-15 00:00:00 UTC,U.S.,"The feat took unusually accurate navigation and clever use of the robot spacecraft's limited communications capability. The result was a sharp portrait of Gaspra, a gray, lumpy asteroid bearing the scarred, fractured imprint of a long and cataclysmic history. First Major Success",ASTEROID PHOTO IS FIRST CLOSE-UP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3333333333333335,3.0,  ,Remote controlled robot spacecraft  
4fd1a8b88eb7c8105d6c4d24,1991-11-03 00:00:00 UTC,Movies; Arts,"Is it progress when a Terminator wants to weep? ""Terminator 2,"" the summer blockbuster to be released on videocasette next month, reaches its emotional climax when Arnold Schwarzenegger, playing a robot visitor from the future, says to the humans whose lives and species he has just saved, ""I know now why you cry, but it's something I can never do."" But the movies and television are most interested in human-form robots, known as androids, and human-computer combinations, or cyborgs. One reason, of course, is that while sophisticated, mobile robots scarcely exist, actors do. The typical movie robot is a man or a woman with a metal suit -- or just a funny look in the eye.",Screen Robots Tell a Tale of Mankind,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3333333333333335,4.0,     ,     
4fd1a8bb8eb7c8105d6c502c,,Books,"Mr. Franzen stops the action now and then to deliver a lecture, which is never less than provocative. His technical knowledge about so many subjects reminded me of Thomas Pynchon's brilliant novel ""Gravity's Rainbow."" On computer information, he writes: ""The system believes that the last 20 years have eliminated any significant distinction between human and artificial intelligence in America. The system believes that all vital functions of the average American intelligence can now be simulated by a program running to 11,000 lines supported by 6 Phrase libraries and 1 Opinions library together totaling less than 8 megabytes.""",Books of The Times; Recycling the 1980's For Ecological Scorn,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2.6666666666666665,4.666666666666667,  ,  
4fd1a9108eb7c8105d6c5119,,Arts; Books,"But not every path she explores leads to surprising vistas. Most of the computer programs in the book will be familiar to anyone who has read some of the popular literature on artificial intelligence. And though her descriptions are usually crystal clear, in one case her metaphor undermines her exposition. In describing a neural network, consisting of a web of artificial brain cells, she likens it to a classroom of children sitting in rows of desks and shouting at one another. I doubt I would have understood that very well if I hadn't already read Jeremy Campbell's book about neural nets, ""The Improbable Machine,"" and William F. Allman's ""Apprentices of Wonder."" And while Ms. Boden argues convincingly that brains are computers and computers can create, no one has made the point more eloquently than Douglas R. Hofstadter in ""Metamagical Themas"" and ""Godel, Escher, Bach.""",How a Computer Can Carry a Tune,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.3333333333333335,4.333333333333333,  ,  
4fd1a9a38eb7c8105d6c6bfc,,Technology; Health; New York and Region,"But the doctor was talked out of the transfer after he was asked a series of questions, not by another doctor but by a computer program called PsychPro. The program was developed by a New Haven company to use artificial intelligence to assess mental health problems and suggest treatment; in this case the patient was released with a prescription for Alprozolam, a drug for treating panic attacks.  Doctors' Suspicions The computer uses artificial intelligence to ask questions that help it decide which of the 243 profiles are appropriate to a case. The program considers five elements: dangerous behavior, the doctor's opinion about imminent danger, social performance of the patient, social resources available to the patient, and whether the patient has been using drugs or alcohol and is in danger of withdrawal.",Using a Computer to Diagnose Illnesses,0,1,1,0,0,6,1,0,1,0,0,0,0,0,0,0,4.166666666666666,4.833333333333334,     ,     
4fd1a9a38eb7c8105d6c6c37,,Technology; Business,"Esther Dyson is publisher of Release 1.0, a monthly newsletter that examines trends in the software business, especially complex adaptive systems and the commercial implementation of artificial intelligence. She also publishes Releast, a quarterly newsletter that focuses on the emerging computer industry in Central Europe, including Russia and other former Soviet republics. (She is fluent in Russian and recently gave the keynote speech at a computer show in Moscow.)",Sound Bytes; Trotting on Software to the Global Village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,4.333333333333333,  ,  
4fd1a9a38eb7c8105d6c6c78,,Technology; Front Page; U.S.; Books,"The story of Mr. French's struggle to produce a computer-generated, Jacqueline Susann-style novel illustrates both the relentless advance of computer technology and its severe limitations. His work with a supercharged Apple Macintosh computer named Hal, using so-called artificial intelligence, an advanced form of programming that tries to emulate human thought, proved a slow and often painful collaboration. Humans Are Faster Computer experts are bemused and intrigued. Writing a 295-page book patterned after a pulp-fiction queen strikes them as a delightfully frivolous application of artificial intelligence, a technology commonly associated with high-minded pursuits like finding a cure for cancer.",THE MEDIA BUSINESS: Encountering The Digital Age -- An occasional look at computers in everday life.; Potboiler Springs From Computer's Loins,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2.833333333333333,5.0,     ,     
4fd1a9a48eb7c8105d6c6cef,,Technology; Books; Week in Review,"But ""Just This Once,"" a new book published last week, is the product of the collaboration of Scott French, a self-taught programmer from Silicon Valley and Hal, his computer. Mr. French spent eight years on the project, laboriously writing thousands of computer-coded rules using so-called artificial intelligence, an advanced form of programming that tries to emulate human thought.","JUNE 27-JULY 2: Breakthrough in Beach Reading; After 8 Years of Bad Drafts, A Computer Writes a Novel",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,4.666666666666667,  , taught computer to write book w/ him 
4fd1aa3e8eb7c8105d6c796d,,World,"The inquiry mounted since by Britain, the United States and West Germany, where Flight 103 began at Frankfurt airport, has covered 52 nations and 14,000 witnesses and wielded every trick in the forensics book, from computerized artificial intelligence to shoe leather.","Portrait of Pan Am Suspect: Affable Exile, Fiery Avenger",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,  ,forensics application  
4fd1aa848eb7c8105d6c82aa,1989-12-24 00:00:00 UTC,New York and Region,"There are personages like Conan the Barbarian, who started life as the hero of a paperback series, and Mr. Delbo's own Transformers, who were originally robot toys. This information was supplied by Mr. Delbo, not the biographies, which, written mainly by the artists themselves, tend to be irritatingly informative about wives (without whom) and children but facetiously offhand about accomplishments. As already indicated, it is a take-it-or-leave-it show.",'Cartoons Come to Paterson',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,  ,  
4fd1aa878eb7c8105d6c859e,1989-12-02 00:00:00 UTC,Technology; Business,"WASHINGTON                     A Massachusetts computer scientist patented his ''baby'' this week, a robot called Infant that he says is modeled on the way a human baby learns motor skills. The robot's greatest accomplishment thus far is picking up a cylinder. What makes this seemingly simple task special, the inventor said, is that the robot trained itself to carry out the task and has learned to do it regardless of the cylinder's position. The robot starts out with instructions to try to carry out a particular task within a defined space, like a factory floor. Two video cameras take snapshots of the robot arms in every position relative to an object and, through extensive repetition, the robot begins to associate positions of the arm and the object with the movement it has just made. Over time, it begins to develop its own sense of the motion needed to carry out a particular task in the space that it has explored. The inventor hopes to offer the robot commercially in about 18 months, and he said he believed the potential applications range from the automation of factories to farms. The robots will cost $50,000 to $150,000 apiece. Mr. Kuperstein received patent 4,884,216.",Patents; A Robot Said to Learn Like a Baby,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.5,4.416666666666666,           ,           
4fd1aadc8eb7c8105d6c8f2a,,Technology; Science; Week in Review,"Since the United States is so far behind Japan on high-definition television, not all supporters of national high-tech efforts think it should be developed. But in general, leaders of the computer industry say Pentagon support has been indispensable. Alan Kay, one of Apple Computer's principal researchers, has referred to the early years of Darpa as a renaissance for computer science. The agency supported research into the first personal computers, computer graphics, computer networks and artificial intelligence. Sun Microsystems Inc., the world's fastest-growing maker of computer work stations, was started by researchers at Stanford and the University of California at Berkeley who worked with the agency's money. A Darpa-financed software project at Carnegie-Mellon University known as Mach has become the basis for several companies including Steve Jobs's Next Inc.",Making Industrial Policy at the Pentagon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.3333333333333335,  ,  
4fd1aadd8eb7c8105d6c9001,,Technology; Health; Business,New computer software products using techniques developed by artificial intelligence researchers are helping a growing number of employers and insurers to audit some of the 1.5 billion doctor and hospital bills submitted each year for insurance payment.,Insurers vs. Doctors: A Software Battleground,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4.666666666666667,5.0,  ,audit  
4fd1ab258eb7c8105d6c96d1,,Books,"Lingo's artificial intelligence grows by leaps and megabytes. He achieves the ability to speak, hear and see. He invades the major computers of the world to give himself space for his growing memory. He orders the construction of a doll that gives him near-human form. He hires a publicity agent who puts him on the cover of People magazine. He gets himself invited to television talk and quiz shows.",Books of The Times; A Computer Program Decides to Take Over,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.3333333333333335,5.0,  , exponential growth of intelligence 
4fd1ab858eb7c8105d6c9ee3,1990-02-25 00:00:00 UTC,New York and Region,"Norman Mack, the head of Robutler, is not concerned with what Omen says. It's Mr. Stewart who is being challenged. ''He signed an agreement when he worked for me which kept the workings of the robot secret,'' Mr. Mack said. ''He has totally disregarded that agreement. I'm filing a suit to prevent him from using that robot.'' ''Anyone who knows anything about the robot business would be able to construct one similar,'' Mr. Stewart countered. ''I signed an agreement not to divulge the secrets about Robutler and I haven't.''",Long Island Journal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,4.333333333333333,  ,  
4fd1ab8b8eb7c8105d6ca3ee,1990-02-02 00:00:00 UTC,U.S.,"For the human exploration program, NASA is proposing to spend $1.3 billion on developing new technology for flights to the Moon and Mars, preliminary studies of an aerospace plane and two robot spacecraft to orbit the Moon and investigate the effects of long-duration flight on biological systems. However, space policy experts point out that only about $300 million of this constitutes new undertakings; the rest consists of existing programs included in the new category.",Budget for the Space Agency Sets a Broader Course in Exploration,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,4.0,  ,  
4fd1ac0f8eb7c8105d6cad97,1992-03-06 00:00:00 UTC,Arts,"Almost everyone knows that the Winter Garden in the granite-and-marble World Financial Center is a haven on gray and gusty weekends, especially in March, when the weather fulminates while babies in strollers resolutely nap inside. This month, Brian Eno's tropical wildlife music floats above the palm fronds, unfraying young and old nerves. This weekend, children can take part in an environmental fair at which, among other things, a robot named Mr. R. E. Cycle will munch aluminum cans fed to it by children.",For Children,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3333333333333335,2.6666666666666665,  ,  
4fd1ac138eb7c8105d6cb0cc,,Arts; Books,"Having kept the peace for millions of years by preventing its wards from developing destructive technology, the artificial intelligence known as the Oversoul realizes that it is breaking down, losing control over its own functions and over the human beings on the planet Harmony; to save the people and the planet, it decides to return to Earth to seek help from the artificial intelligence that created it. To assist it in this enterprise the Oversoul recruits members of a large extended family; it communicates with its chosen servants by stimulating visions of one kind or another in their brains. Some sacrifices are necessary; before the world-saving can even begin, a 14-year old boy named Nafai, through whose eyes we follow the story, is asked to kill a man in cold blood.",Science Fiction,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3.3333333333333335,4.0,  ,  
4fd1ac148eb7c8105d6cb10a,1992-03-31 00:00:00 UTC,Science; Health,"WASHINGTON                     BETWEEN the sky above and the earth below lies a place that scientists study only with great difficulty: the critical region of the atmosphere where the highest clouds form and gases interact with radiation from space. This zone, too high for most aircraft to reach and too low for thorough satellite observations from space, is prompting the development of a new class of robot airplanes to monitor ozone depletion and global warming.",Designers Plan Drones To Probe Atmosphere,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.6666666666666665,2.6666666666666665,  ,monitor ozone depletion and global warming  
4fd1ac608eb7c8105d6cb8ae,,Technology; Business,"But this is an imperfect world, and that is why Bruce A. Powell, John S. Kendall and David J. Sirag labor for the Otis Elevator Company in the rolling hills of central Connecticut, using various forms of artificial intelligence -- technologies and disciplines with odd names like fuzzy logic and neural networks -- to improve the relationship between humankind and its elevators. With the sophistication of the new artificial intelligence, and with better processors, these elevators can process a lot more information, said Mr. Kendall, director of advanced research at Otis, a division of the United Technologies Corporation. ""They're learning."" There are plenty of pitfalls in elevator programming. Mr. Sirag, an analyst in the artificial intelligence group at the United Technologies Research Center, where Otis thinks many of its big thoughts about elevators, recalls a simulation that was intended to keep elevator systems from sending cars that are too full to take passengers. The computer was told, in effect, ""don't send a car that can't take all the people who are waiting."" Photo: At the Otis Elevator Company, the assignment of Bruce A. Powell, left, David J. Sirag, center, and John S. Kendall is to make use of various forms of artificial intelligence to try to improve the relationship between the machines they make and the people who use them. (Carl David LaBianca for The New York Times) Chart: ""Fuzzy Elevators""    Two elevator cars serve 12 floors. Both are traveling down. A passenger on the sixth floor calls an elevator.    Using the ""CRISP"" rule, the computer would send car B, on the ninth floor, since it is closest to the sixth.    But in a FUZZY LOGIC system, the computer assigns values to several variables in a mathematical equation, considering such factors as the number of people in each car and proximity to the desired floor. It then uses the equation to respond to a rule that has been programmed into the system:    If car B is crowded an car A is close, then choose car A.    Car A proceeds to the sixth floor. (Source: Otis Elevator Company) (pg. D9)",Fuzzy Thinking Has Merits When It Comes to Elevators,0,1,3,0,0,1,0,6,1,0,0,0,0,0,0,0,3.9166666666666665,4.416666666666666,           ,neural networks improving things in daily life (elevators) better elevators improving things in daily life (elevators) elevator operation     improving things in daily life (elevators)  
4fd1acbe8eb7c8105d6cc6b9,,Technology; Business,"Mr. Kaplan, who has developed artificial intelligence software at Teknowledge and the Lotus Development Corporation, chides himself for falling into a trap that caught many pioneers in other technologies.",Getting Computers to Accept Poor Penmanship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6666666666666665,3.6666666666666665,  ,  
4fd1acbf8eb7c8105d6cc758,,Arts; Books,"Restaurants provide Mr. Schank with a comfortable place to introduce the strategies he believes govern how we think, remember and learn. Like many a computer scientist, he has come to a lot of his conclusions about people from his experience with machines. And like many an expert in artificial intelligence, he could have used algorithms to explain certain features of the human mind. Instead, he tells engaging, often witty stories centering on his irrepressible drive to eat and drink well. His assumption is that restaurants and his dining companions around the world are more interesting to the lay reader than laboratories and data -- and he is right.",Strategies of the Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.6666666666666665,  ,  
4fd1ad5d8eb7c8105d6cd4f7,1993-11-07 00:00:00 UTC,U.S.,"Although the videotape shows the 3-foot-long robot mostly outside the Scorpion, the smallness of Jason Junior might have enabled the robot to penetrate deep inside the sunken submarine, which seems largely intact. The robot was deployed from the Alvin, which is 25 feet long; the two were linked by an electronic tether. Reason for DisclosureA Cavalier Attitude",Navy Says 2 Subs Pose No Hazards,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.6666666666666665,4.0,  ,  Underwater surveying
4fd1ad638eb7c8105d6cda89,1993-10-12 00:00:00 UTC,Science; Health,"Dante, the robot volcano explorer thwarted at the edge of success earlier this year, will try to tackle another mountain of fire next summer, say its builders at Carnegie-Mellon University in Pittsburgh. The team of robotics experts, led by Dr. William L. Whittaker, is redesigning the eight-legged, spidery-walking robot to descend into volatile Mount Spurr in Alaska next June and explore the gaseous, rock-strewn crater floor. Dante, a 990-pound, remote-controlled metal ambler, was to explore Mount Erebus in Antarctica last January when its mission was aborted.  After the robot traveled only 21 feet into the volcano's crater, a fiberoptic communications cable linking the robot to its control station a mile away was severed and could not be repaired.",Into the Volcano,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.111111111111111,3.555555555555556,        ,     explore   
4fd1ad678eb7c8105d6cdd12,,Business,"Chart: ""Opening the Biotech Window""    Sketches of four biotechnology companies that are selling stock to the public for the first time. INCYTE PHARMACEUTICALS, Menlo Park, Calif.    Went public Nov. 4 with 2 million shares at $7.50 TOTAL SHARES OUTSTANDING 6.1 million MARKET CAPITALIZATION $49.6 million UNDERWRITER D. Blech & Company TECHNOLOGY FOCUS Gene sequencing, with emphasis on organ transplant rejection and inflammatory disorders like rheumatoid arthritis. HUMAN GENOME SCIENCES, Gaithersburg, Md.    Went public yesterday with 2.25 million shares at $12 TOTAL SHARES OUTSTANDING 14 million MARKET CAPITALIZATION $168 million UNDERWRITERS Lehman Brothers, Bear Stearns and Smith Barney Shearson. TECHNOLOGY FOCUS Gene sequencing, with $125 million investment in equity and research from SmithKline Beecham. ARRIS PHARMACEUTICALS, South San Francisco    Went public Nov. 19 with 2.5 million shares at $7 TOTAL SHARES OUTSTANDING 8.5 million MARKET CAPITALIZATION $59.5 million UNDERWRITERS Montgomery Securities and Paine Webber TECHNOLOGY FOCUS Developing small molecule drugs with computer modeling and artificial intelligence software. Collaborations with Kabi Pharmacia and Amgen. VIAGENE, San Diego    Offering 2.5 million shares at $11 to $13 TOTAL SHARES OUTSTANDING 10.8 milion MARKET CAPITALIZATION $14 million UNDERWRITERS Alex. Brown & Sons, CS First Boston and Nomura Securities TECHNOLOGY FOCUS Gene therapy, with primary emphasis on AIDS. Collaboration with Chiron.",Market Place; The Allure of New Biotechnology Stocks,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.3333333333333335,3.3333333333333335,  ,  
4fd1af418eb7c8105d6cf8bb,,Technology; Business,"''I don't want to see what happened to artificial intelligence and multimedia happen here. The biggest concern we have is overexpectation - that people are going to look at these machines and say, 'Wow! Magic Paper!' Will this be the machine that unlocks the world of computers for the great unwashed? No, nothing is.''",The Executive Computer;   Liberating Machines From Keyboards,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.6666666666666665,4.0,  ,  
4fd1af828eb7c8105d6cfdfa,,Obituaries,"Dr. Browning, who was born in Edna, Tex., graduated from Southwest Texas Teachers College and earned a master's degree and a doctoral degree from the University of Texas. He was a biophysicist by training who worked in varied scientific fields, including artificial intelligence and bioengineering. He applied his studies of climate patterns to offer predictions of world food production, demographic changes and other socioeconomic matters.","Iben Browning, 73; Researcher Studied Climate and Quakes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2.6666666666666665,  ,  
4fd1af868eb7c8105d6d0029,,Magazine,"According to Howard Gardner, a professor of education at Harvard, a new use of the ubiquitous    -ware    popped up in connection with a recent meeting of the Cognitive Science Society that concentrated on artificial intelligence. Gary Lynch, a neurobiologist investigating the mysteries of memory, I forget at what school, recalled he felt completely out of place at the conference, ""a student of    wetware    among the computer hackers.""",On Language; There's No Wearware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,  ,  
4fd1afdb8eb7c8105d6d0abb,1991-12-17 00:00:00 UTC,New York and Region,"The Republicans who control the state Senate warned Gov. Mario M. Cuomo that they would pass their own budget plan if he has not reached an accord with them by tomorrow, setting up a major confrontation.  A1  Neediest Cases B5  BUSINESS DIGEST D1 Science Times C1-13  Experts from East and West join to destroy nuclear warheads.  C1  Biologists hope to grow spare parts for the eye.  C1  A galaxy-watching robot seeks the measure of the universe.  C1  Arts/Entertainment C15-20  Restoration of a painting worries Dutch art experts.  C15  Barenboim defends decision to perform Wagner.  C15  Making ""Mad Forest."" C15  Word and Image: ""Tales of the Master Race."" C19  ABC's ""Prime Time Live"" to interview Smith's accuser.  C20  Fashion Page B10  For evening, anything goes.    Patterns  Obituaries D21  Horatio Luro, horse trainer  Sports B12-18  Baseball: Kleinman blocking Steinbrenner.  B18  Basketball: Nets' Anderson wants to play.  B13  Columns: Berkow on Conrad McRae.  B13  Football: Coslet staying the course.  B13  Hockey: Rangers beat Sharks.  B15  Editorials/Op-Ed A20-21  Editorials A20  Digging past political pearls. The U.N. expunges a smear. Price of a $600 million gaffe. Topics: Steamtown. Letters A20  A. M. Rosenthal: Letter from Moscow.  A21  Rose Gottemoeller: Comrades in arms (cont'd.).  A21  L. Paul Bremer 3d: Iran and Syria -- keep the bums out.  A21  Michael Bailey and Richard Pillard: Are some people born gay?  A21  James Traub: The party of isolationism.  A21",NEWS SUMMARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2.0,  ,  
4fd1b0368eb7c8105d6d15ce,1991-08-04 00:00:00 UTC,Opinion,"We first examined the planets in our own solar system. Mars seemed the best candidate, having conditions like those of Earth. To everyone's disappointment, the Viking robot landers of the 1970's found no signs of life in the red Martian soil.",Looking for Life in All the Wrong Places,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.3333333333333335,  ,  
4fd1b0388eb7c8105d6d174b,,Technology; Week in Review,"The Free Software Foundation, which is attempting to build a complete software system -- including an operating system for running computers, a word processor, a spread sheet for financial calculations and other programs -- that can be freely copied and shared by all users, allowed thousands of young computer enthusiasts to take advantage of its open door policy to sharpen their programming skills by electronically ""visiting"" the site, which is housed at the Massachusetts Institute of Technology's artificial intelligence laboratory.",The Nation; Locking the Doors in the Electronic Global Village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.3333333333333335,  ,  
4fd1b08e8eb7c8105d6d18aa,1990-08-24 00:00:00 UTC,Sports,"''This whole issue about lost time that is needed goes back to when coaches began taking the game away from the players and began calling the plays from the sidelines. Then they began calling plays from the press box and relaying them to the sidelines to the field. The quarterback became a robot controlled by both. Well, maybe now we'll see less of that on both sides of the ball.''",Under-3-Hour N.F.L. Game? New Rules Make It Possible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6666666666666665,1.6666666666666667,  ,  
4fd1b0908eb7c8105d6d1a33,1990-08-07 00:00:00 UTC,Arts,"A prototype of the first robot police officer is being unveiled in the corporate board room of Omni Consumer Products, the conglomerate that seeks to control Detroit. It lumbers clunkily, muscularly out of a closet, points its gun at a junior executive who has been given his own weapon so he can serve as a demonstration suspect, and says in a voice full of robotic menace, ''You have 60 seconds to put down your weapon.''","Reporter's Notebook;   Oh, No! They've Created a Monster!",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.3333333333333335,3.6666666666666665,  ," A prototype of the first robot police officer is being unveiled in the corporate board room of Omni Consumer Products, the conglomerate that seeks to control Detroit. It lumbers clunkily, muscularly out of a closet, points its gun at a junior executive who has been given his own weapon so he can serve as a demonstration suspect, and says in a voice full of robotic menace, ''You have 60 seconds to put down your weapon.'' "
4fd1b09e8eb7c8105d6d23d9,1990-08-26 00:00:00 UTC,Arts,"A wedge of hard-driving bodies moves like a robot battalion in precision drill through ''Rhythm Nation,'' the title song of Janet Jackson's current national tour. Legs chop wide open, then close again. They shoot out abruptly to the sides, then kick into jazz spins and bouncing splits to the floor. There are sedate pelvic jerks and a swiveling turn on a toe, trotting runs and purposeful syncopated walks. But essentially these are bodies rooted into the floor, taut yet alive in the way of a boxer edgily biding his time in the ring.","Ballet, Boogie, Rap, Tap and Roll",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.6666666666666667,  ,  
4fd1b0e78eb7c8105d6d257f,1992-01-26 00:00:00 UTC,Business,"For robots to operate effectively, they need predictability; the pieces to be moved or welded by the robot must be positioned consistently. Therefore, picking up parts piled randomly inside a bin has long posed a challenge for robot makers. For a robot to identify and determine how to grip an irregular part, it must have a sense of depth as well as knowledge of the part's two-dimensional outline. Perceptron uses a scanner to bounce a laser beam off specific points of a bin's contents. The scanner senses the contours by measuring the varying distances to the parts. This information is then used to guide the robot's gripper to the best place to grasp the part. Diagram shows how 3-D camera and robot arm can be used to eliminate need for precision stacking systems (Source: Perception Inc.)",Tech Notes; Robots to Handle the Random,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,3.111111111111111,4.444444444444444,"For robots to operate effectively, they need predictability        ",        
4fd1b0ec8eb7c8105d6d2982,1992-01-19 00:00:00 UTC,Magazine; Opinion,"Budiansky is right: the horse was not a trained robot and I was not a manipulative exploiter. We were partners in a co-evolutionary deal that suited us both. BERNARD Z. FRIEDLANDER West Hartford, Conn.",IN FROM THE COLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.6666666666666667,  ,  
4fd1b1bc8eb7c8105d6d4586,,Technology; Books,"Yet the fulfillment of this prospect does not lie a hundred years in the future, Mr. Gelernter says; it is going to happen very soon. In a concluding summary, Mr. Gelernter, who teaches computer science at Yale and is an expert on artificial intelligence, writes: ""If we had the luxury of devoting ourselves to full-time mirror-worlding, we'd have a complete prototype in a year or two. One way or another, we or some other research group will almost certainly have produced a full-fledged, large-scale mirror world by the end of the decade."" In fact mirror worlds may even embrace artificial intelligence, if, as Mr. Gelernter evidently suspects, mind is based on a vast storehouse of memory and not on ""a dense intertwined superstructure of categories, rules and generalizations, with the odd specific, particular    fact hanging from the branches like the occasional bird-pecked apple.""",Books of The Times; A Mirror of Reality on a Computer Screen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333333333333333,4.166666666666666,     ,     
4fd1b1bd8eb7c8105d6d45d6,1991-10-01 00:00:00 UTC,Technology; Science; Health,"In the 1970's, NASA sent two robot landing craft, known as Vikings, to Mars to examine its surface for signs of life. They found none.",Can Mars Be Made Hospitable to Humans?,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3.0,3.6666666666666665,  ,  
4fd1b1bd8eb7c8105d6d45fb,,Science; Week in Review,"Now Japan wants I.B.M. and A.T.& T., among others, to join the Sixth Generation Project, a major new initiative in parallel processors -- a supercomputer technology that puts thousands of independent processing units to work on a single problem -- and artificial intelligence. Past initiatives of this kind have been closed to foreigners. Dr. Bromley suggested that an American endorsement of the project may be in the offing.",Japan Wary as U.S. Science Comes Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,4.0,  ,  
4fd1b1f58eb7c8105d6d47db,1992-04-25 00:00:00 UTC,Technology; Business,"The new robot gripper solves the problem with a simple sliding bar, backed by ball bearings, which are attached to one of the two parallel blocks. If, say, the gripper picks up the hexagon bolt along two edges, the bar quickly slides one way or the other and the bolt turns until two of its sides are flush with the block in a more stable position.",Patents; A Simple Method for Robot's Grip,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6666666666666665,3.3333333333333335,  ,  
4fd1b2fa8eb7c8105d6d6470,,U.S.; Obituaries,"Allen Newell, a founder of the field of artificial intelligence and a leader in the study of human thinking, died yesterday at Montefiore Hospital in Pittsburgh. He was 65 years old and lived in Pittsburgh. Dr. Newell, a professor at Carnegie Mellon University in Pittsburgh, was considered one of the four fathers of artificial intelligence and an expert on how people think. He earned an international reputation for developing programs for complex information processing. He was the founding president of the American Association for Artificial Intelligence and had also headed the Cognitive Science Society. Dr. Newell's interest in artificial intelligence grew from his work in the early 1950's on a Rand Corporation project for the Air Force to simulate an early warning monitoring station with radar screens and a crew. In trying to predict how the crew members would react, he became fascinated with the puzzle of how people think and make decisions. Along with Dr. Newell and Dr. Simon, Marvin Minsky from the Massachusetts Institute of Technology and John McCarthy from Stanford University are considered the pioneers in artificial intelligence by experts.","Allen Newell, 65; Scientist Founded A Computing Field",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0833333333333335,4.166666666666666,           ,      military application early warning system     
